dataHoraCotacao,valor_cotacao,timestamp_processamento
2018-01-01,3.3074,2026-04-11T15:11:55.728Z
2018-01-02,3.2691,2026-04-11T15:11:55.728Z
2018-01-03,3.2529,2026-04-11T15:11:55.728Z
2018-01-04,3.2312,2026-04-11T15:11:55.728Z
2018-01-05,3.2403,2026-04-11T15:11:55.728Z
2018-01-06,3.2403,2026-04-11T15:11:55.728Z
2018-01-07,3.2403,2026-04-11T15:11:55.728Z
2018-01-08,3.2351,2026-04-11T15:11:55.728Z
2018-01-09,3.2391,2026-04-11T15:11:55.728Z
2018-01-10,3.2461,2026-04-11T15:11:55.728Z
2018-01-11,3.2295,2026-04-11T15:11:55.728Z
2018-01-12,3.2192,2026-04-11T15:11:55.728Z
2018-01-13,3.2192,2026-04-11T15:11:55.728Z
2018-01-14,3.2192,2026-04-11T15:11:55.728Z
2018-01-15,3.1957,2026-04-11T15:11:55.728Z
2018-01-16,3.2213,2026-04-11T15:11:55.728Z
2018-01-17,3.2318,2026-04-11T15:11:55.728Z
2018-01-18,3.2123,2026-04-11T15:11:55.728Z
2018-01-19,3.2081,2026-04-11T15:11:55.728Z
2018-01-20,3.2081,2026-04-11T15:11:55.728Z
2018-01-21,3.2081,2026-04-11T15:11:55.728Z
2018-01-22,3.1928,2026-04-11T15:11:55.728Z
2018-01-23,3.2243,2026-04-11T15:11:55.728Z
2018-01-24,3.1964,2026-04-11T15:11:55.728Z
2018-01-25,3.138,2026-04-11T15:11:55.728Z
2018-01-26,3.1444,2026-04-11T15:11:55.728Z
2018-01-27,3.1444,2026-04-11T15:11:55.728Z
2018-01-28,3.1444,2026-04-11T15:11:55.728Z
2018-01-29,3.1648,2026-04-11T15:11:55.728Z
2018-01-30,3.1655,2026-04-11T15:11:55.728Z
2018-01-31,3.1618,2026-04-11T15:11:55.728Z
2018-02-01,3.1724,2026-04-11T15:11:55.728Z
2018-02-02,3.2054,2026-04-11T15:11:55.728Z
2018-02-03,3.2054,2026-04-11T15:11:55.728Z
2018-02-04,3.2054,2026-04-11T15:11:55.728Z
2018-02-05,3.2349,2026-04-11T15:11:55.728Z
2018-02-06,3.2607,2026-04-11T15:11:55.728Z
2018-02-07,3.2461,2026-04-11T15:11:55.728Z
2018-02-08,3.2686,2026-04-11T15:11:55.728Z
2018-02-09,3.2815,2026-04-11T15:11:55.728Z
2018-02-10,3.2815,2026-04-11T15:11:55.728Z
2018-02-11,3.2815,2026-04-11T15:11:55.728Z
2018-02-12,3.2815,2026-04-11T15:11:55.728Z
2018-02-13,3.2815,2026-04-11T15:11:55.728Z
2018-02-14,3.2531,2026-04-11T15:11:55.728Z
2018-02-15,3.2202,2026-04-11T15:11:55.728Z
2018-02-16,3.2375,2026-04-11T15:11:55.728Z
2018-02-17,3.2375,2026-04-11T15:11:55.728Z
2018-02-18,3.2375,2026-04-11T15:11:55.728Z
2018-02-19,3.2341,2026-04-11T15:11:55.728Z
2018-02-20,3.2501,2026-04-11T15:11:55.728Z
2018-02-21,3.2549,2026-04-11T15:11:55.728Z
2018-02-22,3.2592,2026-04-11T15:11:55.728Z
2018-02-23,3.2411,2026-04-11T15:11:55.728Z
2018-02-24,3.2411,2026-04-11T15:11:55.728Z
2018-02-25,3.2411,2026-04-11T15:11:55.728Z
2018-02-26,3.2345,2026-04-11T15:11:55.728Z
2018-02-27,3.2377,2026-04-11T15:11:55.728Z
2018-02-28,3.2443,2026-04-11T15:11:55.728Z
2018-03-01,3.2614,2026-04-11T15:11:55.728Z
2018-03-02,3.2608,2026-04-11T15:11:55.728Z
2018-03-03,3.2608,2026-04-11T15:11:55.728Z
2018-03-04,3.2608,2026-04-11T15:11:55.728Z
2018-03-05,3.2576,2026-04-11T15:11:55.728Z
2018-03-06,3.224,2026-04-11T15:11:55.728Z
2018-03-07,3.2312,2026-04-11T15:11:55.728Z
2018-03-08,3.2512,2026-04-11T15:11:55.728Z
2018-03-09,3.249,2026-04-11T15:11:55.728Z
2018-03-10,3.249,2026-04-11T15:11:55.728Z
2018-03-11,3.249,2026-04-11T15:11:55.728Z
2018-03-12,3.26,2026-04-11T15:11:55.728Z
2018-03-13,3.2486,2026-04-11T15:11:55.728Z
2018-03-14,3.2578,2026-04-11T15:11:55.728Z
2018-03-15,3.2853,2026-04-11T15:11:55.728Z
2018-03-16,3.2899,2026-04-11T15:11:55.728Z
2018-03-17,3.2899,2026-04-11T15:11:55.728Z
2018-03-18,3.2899,2026-04-11T15:11:55.728Z
2018-03-19,3.2905,2026-04-11T15:11:55.728Z
2018-03-20,3.2975,2026-04-11T15:11:55.728Z
2018-03-21,3.2915,2026-04-11T15:11:55.728Z
2018-03-22,3.3027,2026-04-11T15:11:55.728Z
2018-03-23,3.3035,2026-04-11T15:11:55.728Z
2018-03-24,3.3035,2026-04-11T15:11:55.728Z
2018-03-25,3.3035,2026-04-11T15:11:55.728Z
2018-03-26,3.3028,2026-04-11T15:11:55.728Z
2018-03-27,3.325,2026-04-11T15:11:55.728Z
2018-03-28,3.3374,2026-04-11T15:11:55.728Z
2018-03-29,3.3232,2026-04-11T15:11:55.728Z
2018-03-30,3.3232,2026-04-11T15:11:55.728Z
2018-03-31,3.3232,2026-04-11T15:11:55.728Z
2018-04-01,3.3232,2026-04-11T15:11:55.728Z
2018-04-02,3.3098,2026-04-11T15:11:55.728Z
2018-04-03,3.3133,2026-04-11T15:11:55.728Z
2018-04-04,3.3532,2026-04-11T15:11:55.728Z
2018-04-05,3.319,2026-04-11T15:11:55.728Z
2018-04-06,3.366,2026-04-11T15:11:55.728Z
2018-04-07,3.366,2026-04-11T15:11:55.728Z
2018-04-08,3.366,2026-04-11T15:11:55.728Z
2018-04-09,3.3897,2026-04-11T15:11:55.728Z
2018-04-10,3.4189,2026-04-11T15:11:55.728Z
2018-04-11,3.4046,2026-04-11T15:11:55.728Z
2018-04-12,3.3852,2026-04-11T15:11:55.728Z
2018-04-13,3.4099,2026-04-11T15:11:55.728Z
2018-04-14,3.4099,2026-04-11T15:11:55.728Z
2018-04-15,3.4099,2026-04-11T15:11:55.728Z
2018-04-16,3.4257,2026-04-11T15:11:55.728Z
2018-04-17,3.4035,2026-04-11T15:11:55.728Z
2018-04-18,3.3838,2026-04-11T15:11:55.728Z
2018-04-19,3.3971,2026-04-11T15:11:55.728Z
2018-04-20,3.4096,2026-04-11T15:11:55.728Z
2018-04-21,3.4096,2026-04-11T15:11:55.728Z
2018-04-22,3.4096,2026-04-11T15:11:55.728Z
2018-04-23,3.4415,2026-04-11T15:11:55.728Z
2018-04-24,3.4661,2026-04-11T15:11:55.728Z
2018-04-25,3.5034,2026-04-11T15:11:55.728Z
2018-04-26,3.4971,2026-04-11T15:11:55.728Z
2018-04-27,3.467,2026-04-11T15:11:55.728Z
2018-04-28,3.467,2026-04-11T15:11:55.728Z
2018-04-29,3.467,2026-04-11T15:11:55.728Z
2018-04-30,3.4805,2026-04-11T15:11:55.728Z
2018-05-01,3.4805,2026-04-11T15:11:55.728Z
2018-05-02,3.5418,2026-04-11T15:11:55.728Z
2018-05-03,3.5478,2026-04-11T15:11:55.728Z
2018-05-04,3.5302,2026-04-11T15:11:55.728Z
2018-05-05,3.5302,2026-04-11T15:11:55.728Z
2018-05-06,3.5302,2026-04-11T15:11:55.728Z
2018-05-07,3.5452,2026-04-11T15:11:55.728Z
2018-05-08,3.5782,2026-04-11T15:11:55.728Z
2018-05-09,3.5937,2026-04-11T15:11:55.728Z
2018-05-10,3.5561,2026-04-11T15:11:55.728Z
2018-05-11,3.571,2026-04-11T15:11:55.728Z
2018-05-12,3.571,2026-04-11T15:11:55.728Z
2018-05-13,3.571,2026-04-11T15:11:55.728Z
2018-05-14,3.6091,2026-04-11T15:11:55.728Z
2018-05-15,3.6747,2026-04-11T15:11:55.728Z
2018-05-16,3.6797,2026-04-11T15:11:55.728Z
2018-05-17,3.6868,2026-04-11T15:11:55.728Z
2018-05-18,3.7497,2026-04-11T15:11:55.728Z
2018-05-19,3.7497,2026-04-11T15:11:55.728Z
2018-05-20,3.7497,2026-04-11T15:11:55.728Z
2018-05-21,3.7066,2026-04-11T15:11:55.728Z
2018-05-22,3.6496,2026-04-11T15:11:55.728Z
2018-05-23,3.6501,2026-04-11T15:11:55.728Z
2018-05-24,3.643,2026-04-11T15:11:55.728Z
2018-05-25,3.6581,2026-04-11T15:11:55.728Z
2018-05-26,3.6581,2026-04-11T15:11:55.728Z
2018-05-27,3.6581,2026-04-11T15:11:55.728Z
2018-05-28,3.7086,2026-04-11T15:11:55.728Z
2018-05-29,3.7283,2026-04-11T15:11:55.728Z
2018-05-30,3.7364,2026-04-11T15:11:55.728Z
2018-05-31,3.7364,2026-04-11T15:11:55.728Z
2018-06-01,3.7407,2026-04-11T15:11:55.728Z
2018-06-02,3.7407,2026-04-11T15:11:55.728Z
2018-06-03,3.7407,2026-04-11T15:11:55.728Z
2018-06-04,3.7418,2026-04-11T15:11:55.728Z
2018-06-05,3.7746,2026-04-11T15:11:55.728Z
2018-06-06,3.8187,2026-04-11T15:11:55.728Z
2018-06-07,3.8994,2026-04-11T15:11:55.728Z
2018-06-08,3.7853,2026-04-11T15:11:55.728Z
2018-06-09,3.7853,2026-04-11T15:11:55.728Z
2018-06-10,3.7853,2026-04-11T15:11:55.728Z
2018-06-11,3.6907,2026-04-11T15:11:55.728Z
2018-06-12,3.7038,2026-04-11T15:11:55.728Z
2018-06-13,3.7048,2026-04-11T15:11:55.728Z
2018-06-14,3.7051,2026-04-11T15:11:55.728Z
2018-06-15,3.7732,2026-04-11T15:11:55.728Z
2018-06-16,3.7732,2026-04-11T15:11:55.728Z
2018-06-17,3.7732,2026-04-11T15:11:55.728Z
2018-06-18,3.7537,2026-04-11T15:11:55.728Z
2018-06-19,3.756,2026-04-11T15:11:55.728Z
2018-06-20,3.7329,2026-04-11T15:11:55.728Z
2018-06-21,3.7888,2026-04-11T15:11:55.728Z
2018-06-22,3.7657,2026-04-11T15:11:55.728Z
2018-06-23,3.7657,2026-04-11T15:11:55.728Z
2018-06-24,3.7657,2026-04-11T15:11:55.728Z
2018-06-25,3.7754,2026-04-11T15:11:55.728Z
2018-06-26,3.7715,2026-04-11T15:11:55.728Z
2018-06-27,3.8352,2026-04-11T15:11:55.728Z
2018-06-28,3.8515,2026-04-11T15:11:55.728Z
2018-06-29,3.8552,2026-04-11T15:11:55.728Z
2018-06-30,3.8552,2026-04-11T15:11:55.728Z
2018-07-01,3.8552,2026-04-11T15:11:55.728Z
2018-07-02,3.9049,2026-04-11T15:11:55.728Z
2018-07-03,3.8914,2026-04-11T15:11:55.728Z
2018-07-04,3.9052,2026-04-11T15:11:55.728Z
2018-07-05,3.9186,2026-04-11T15:11:55.728Z
2018-07-06,3.9258,2026-04-11T15:11:55.728Z
2018-07-07,3.9258,2026-04-11T15:11:55.728Z
2018-07-08,3.9258,2026-04-11T15:11:55.728Z
2018-07-09,3.868,2026-04-11T15:11:55.728Z
2018-07-10,3.8446,2026-04-11T15:11:55.728Z
2018-07-11,3.8411,2026-04-11T15:11:55.728Z
2018-07-12,3.8558,2026-04-11T15:11:55.728Z
2018-07-13,3.8739,2026-04-11T15:11:55.728Z
2018-07-14,3.8739,2026-04-11T15:11:55.728Z
2018-07-15,3.8739,2026-04-11T15:11:55.728Z
2018-07-16,3.8573,2026-04-11T15:11:55.728Z
2018-07-17,3.8665,2026-04-11T15:11:55.728Z
2018-07-18,3.8468,2026-04-11T15:11:55.728Z
2018-07-19,3.8841,2026-04-11T15:11:55.728Z
2018-07-20,3.7787,2026-04-11T15:11:55.728Z
2018-07-21,3.7787,2026-04-11T15:11:55.728Z
2018-07-22,3.7787,2026-04-11T15:11:55.728Z
2018-07-23,3.7909,2026-04-11T15:11:55.728Z
2018-07-24,3.7453,2026-04-11T15:11:55.728Z
2018-07-25,3.7114,2026-04-11T15:11:55.728Z
2018-07-26,3.7237,2026-04-11T15:11:55.728Z
2018-07-27,3.7158,2026-04-11T15:11:55.728Z
2018-07-28,3.7158,2026-04-11T15:11:55.728Z
2018-07-29,3.7158,2026-04-11T15:11:55.728Z
2018-07-30,3.7149,2026-04-11T15:11:55.728Z
2018-07-31,3.7543,2026-04-11T15:11:55.728Z
2018-08-01,3.7485,2026-04-11T15:11:55.728Z
2018-08-02,3.7639,2026-04-11T15:11:55.728Z
2018-08-03,3.7195,2026-04-11T15:11:55.728Z
2018-08-04,3.7195,2026-04-11T15:11:55.728Z
2018-08-05,3.7195,2026-04-11T15:11:55.728Z
2018-08-06,3.7208,2026-04-11T15:11:55.728Z
2018-08-07,3.7112,2026-04-11T15:11:55.728Z
2018-08-08,3.7513,2026-04-11T15:11:55.728Z
2018-08-09,3.8024,2026-04-11T15:11:55.728Z
2018-08-10,3.8466,2026-04-11T15:11:55.728Z
2018-08-11,3.8466,2026-04-11T15:11:55.728Z
2018-08-12,3.8466,2026-04-11T15:11:55.728Z
2018-08-13,3.8982,2026-04-11T15:11:55.728Z
2018-08-14,3.8806,2026-04-11T15:11:55.728Z
2018-08-15,3.9128,2026-04-11T15:11:55.728Z
2018-08-16,3.8804,2026-04-11T15:11:55.728Z
2018-08-17,3.9383,2026-04-11T15:11:55.728Z
2018-08-18,3.9383,2026-04-11T15:11:55.728Z
2018-08-19,3.9383,2026-04-11T15:11:55.728Z
2018-08-20,3.9424,2026-04-11T15:11:55.728Z
2018-08-21,3.9867,2026-04-11T15:11:55.728Z
2018-08-22,4.0734,2026-04-11T15:11:55.728Z
2018-08-23,4.0721,2026-04-11T15:11:55.728Z
2018-08-24,4.0848,2026-04-11T15:11:55.728Z
2018-08-25,4.0848,2026-04-11T15:11:55.728Z
2018-08-26,4.0848,2026-04-11T15:11:55.728Z
2018-08-27,4.0681,2026-04-11T15:11:55.728Z
2018-08-28,4.1186,2026-04-11T15:11:55.728Z
2018-08-29,4.1347,2026-04-11T15:11:55.728Z
2018-08-30,4.1806,2026-04-11T15:11:55.728Z
2018-08-31,4.1347,2026-04-11T15:11:55.728Z
2018-09-01,4.1347,2026-04-11T15:11:55.728Z
2018-09-02,4.1347,2026-04-11T15:11:55.728Z
2018-09-03,4.1273,2026-04-11T15:11:55.728Z
2018-09-04,4.1646,2026-04-11T15:11:55.728Z
2018-09-05,4.1603,2026-04-11T15:11:55.728Z
2018-09-06,4.1454,2026-04-11T15:11:55.728Z
2018-09-07,4.1454,2026-04-11T15:11:55.728Z
2018-09-08,4.1454,2026-04-11T15:11:55.728Z
2018-09-09,4.1454,2026-04-11T15:11:55.728Z
2018-09-10,4.1001,2026-04-11T15:11:55.728Z
2018-09-11,4.1635,2026-04-11T15:11:55.728Z
2018-09-12,4.1253,2026-04-11T15:11:55.728Z
2018-09-13,4.1631,2026-04-11T15:11:55.728Z
2018-09-14,4.1873,2026-04-11T15:11:55.728Z
2018-09-15,4.1873,2026-04-11T15:11:55.728Z
2018-09-16,4.1873,2026-04-11T15:11:55.728Z
2018-09-17,4.1689,2026-04-11T15:11:55.728Z
2018-09-18,4.1363,2026-04-11T15:11:55.728Z
2018-09-19,4.1345,2026-04-11T15:11:55.728Z
2018-09-20,4.0991,2026-04-11T15:11:55.728Z
2018-09-21,4.0722,2026-04-11T15:11:55.728Z
2018-09-22,4.0722,2026-04-11T15:11:55.728Z
2018-09-23,4.0722,2026-04-11T15:11:55.728Z
2018-09-24,4.0588,2026-04-11T15:11:55.728Z
2018-09-25,4.128,2026-04-11T15:11:55.728Z
2018-09-26,4.0564,2026-04-11T15:11:55.728Z
2018-09-27,4.0086,2026-04-11T15:11:55.728Z
2018-09-28,4.0033,2026-04-11T15:11:55.728Z
2018-09-29,4.0033,2026-04-11T15:11:55.728Z
2018-09-30,4.0033,2026-04-11T15:11:55.728Z
2018-10-01,4.0267,2026-04-11T15:11:55.728Z
2018-10-02,3.9499,2026-04-11T15:11:55.728Z
2018-10-03,3.8536,2026-04-11T15:11:55.728Z
2018-10-04,3.9041,2026-04-11T15:11:55.728Z
2018-10-05,3.8693,2026-04-11T15:11:55.728Z
2018-10-06,3.8693,2026-04-11T15:11:55.728Z
2018-10-07,3.8693,2026-04-11T15:11:55.728Z
2018-10-08,3.7582,2026-04-11T15:11:55.728Z
2018-10-09,3.7385,2026-04-11T15:11:55.728Z
2018-10-10,3.7504,2026-04-11T15:11:55.728Z
2018-10-11,3.7454,2026-04-11T15:11:55.728Z
2018-10-12,3.7454,2026-04-11T15:11:55.728Z
2018-10-13,3.7454,2026-04-11T15:11:55.728Z
2018-10-14,3.7454,2026-04-11T15:11:55.728Z
2018-10-15,3.7326,2026-04-11T15:11:55.728Z
2018-10-16,3.7073,2026-04-11T15:11:55.728Z
2018-10-17,3.7002,2026-04-11T15:11:55.728Z
2018-10-18,3.6957,2026-04-11T15:11:55.728Z
2018-10-19,3.7073,2026-04-11T15:11:55.728Z
2018-10-20,3.7073,2026-04-11T15:11:55.728Z
2018-10-21,3.7073,2026-04-11T15:11:55.728Z
2018-10-22,3.6897,2026-04-11T15:11:55.728Z
2018-10-23,3.7074,2026-04-11T15:11:55.728Z
2018-10-24,3.7054,2026-04-11T15:11:55.728Z
2018-10-25,3.7008,2026-04-11T15:11:55.728Z
2018-10-26,3.6746,2026-04-11T15:11:55.728Z
2018-10-27,3.6746,2026-04-11T15:11:55.728Z
2018-10-28,3.6746,2026-04-11T15:11:55.728Z
2018-10-29,3.6362,2026-04-11T15:11:55.728Z
2018-10-30,3.7013,2026-04-11T15:11:55.728Z
2018-10-31,3.7171,2026-04-11T15:11:55.728Z
2018-11-01,3.6968,2026-04-11T15:11:55.728Z
2018-11-02,3.6968,2026-04-11T15:11:55.728Z
2018-11-03,3.6968,2026-04-11T15:11:55.728Z
2018-11-04,3.6968,2026-04-11T15:11:55.728Z
2018-11-05,3.7042,2026-04-11T15:11:55.728Z
2018-11-06,3.7486,2026-04-11T15:11:55.728Z
2018-11-07,3.7586,2026-04-11T15:11:55.728Z
2018-11-08,3.7385,2026-04-11T15:11:55.728Z
2018-11-09,3.75,2026-04-11T15:11:55.728Z
2018-11-10,3.75,2026-04-11T15:11:55.728Z
2018-11-11,3.75,2026-04-11T15:11:55.728Z
2018-11-12,3.7472,2026-04-11T15:11:55.728Z
2018-11-13,3.7786,2026-04-11T15:11:55.728Z
2018-11-14,3.7918,2026-04-11T15:11:55.728Z
2018-11-15,3.7918,2026-04-11T15:11:55.728Z
2018-11-16,3.7519,2026-04-11T15:11:55.728Z
2018-11-17,3.7519,2026-04-11T15:11:55.728Z
2018-11-18,3.7519,2026-04-11T15:11:55.728Z
2018-11-19,3.7547,2026-04-11T15:11:55.728Z
2018-11-20,3.7574,2026-04-11T15:11:55.728Z
2018-11-21,3.7866,2026-04-11T15:11:55.728Z
2018-11-22,3.8097,2026-04-11T15:11:55.728Z
2018-11-23,3.8075,2026-04-11T15:11:55.728Z
2018-11-24,3.8075,2026-04-11T15:11:55.728Z
2018-11-25,3.8075,2026-04-11T15:11:55.728Z
2018-11-26,3.8649,2026-04-11T15:11:55.728Z
2018-11-27,3.8919,2026-04-11T15:11:55.728Z
2018-11-28,3.8625,2026-04-11T15:11:55.728Z
2018-11-29,3.8562,2026-04-11T15:11:55.728Z
2018-11-30,3.8627,2026-04-11T15:11:55.728Z
2018-12-01,3.8627,2026-04-11T15:11:55.728Z
2018-12-02,3.8627,2026-04-11T15:11:55.728Z
2018-12-03,3.8279,2026-04-11T15:11:55.728Z
2018-12-04,3.8307,2026-04-11T15:11:55.728Z
2018-12-05,3.8555,2026-04-11T15:11:55.728Z
2018-12-06,3.9172,2026-04-11T15:11:55.728Z
2018-12-07,3.8958,2026-04-11T15:11:55.728Z
2018-12-08,3.8958,2026-04-11T15:11:55.728Z
2018-12-09,3.8958,2026-04-11T15:11:55.728Z
2018-12-10,3.9104,2026-04-11T15:11:55.728Z
2018-12-11,3.9007,2026-04-11T15:11:55.728Z
2018-12-12,3.8623,2026-04-11T15:11:55.728Z
2018-12-13,3.8784,2026-04-11T15:11:55.728Z
2018-12-14,3.9084,2026-04-11T15:11:55.728Z
2018-12-15,3.9084,2026-04-11T15:11:55.728Z
2018-12-16,3.9084,2026-04-11T15:11:55.728Z
2018-12-17,3.9115,2026-04-11T15:11:55.728Z
2018-12-18,3.8991,2026-04-11T15:11:55.728Z
2018-12-19,3.8901,2026-04-11T15:11:55.728Z
2018-12-20,3.8437,2026-04-11T15:11:55.728Z
2018-12-21,3.8665,2026-04-11T15:11:55.728Z
2018-12-22,3.8665,2026-04-11T15:11:55.728Z
2018-12-23,3.8665,2026-04-11T15:11:55.728Z
2018-12-24,3.8839,2026-04-11T15:11:55.728Z
2018-12-25,3.8839,2026-04-11T15:11:55.728Z
2018-12-26,3.9252,2026-04-11T15:11:55.728Z
2018-12-27,3.9324,2026-04-11T15:11:55.728Z
2018-12-28,3.8742,2026-04-11T15:11:55.728Z
2018-12-29,3.8742,2026-04-11T15:11:55.728Z
2018-12-30,3.8742,2026-04-11T15:11:55.728Z
2018-12-31,3.8742,2026-04-11T15:11:55.728Z
